order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit
4389,Women,Basketball,Zoom Freak,7,0,9304.56,0,0,07/06/2025,Online,Kolkata,2773.13
4395,Kids,Running,Air Zoom,7,2,5282.31,0,10564.62,20/04/2025,Online,Mumbai,3365.61
4396,Kids,Soccer,Phantom GT,11,2,2392.41,0,4784.82,30/01/2025,Online,Pune,1592.95
4398,Men,Soccer,Premier III,11,2,5966.81,0,11933.61,29/06/2024,Online,Delhi,1971.9
4400,Women,Lifestyle,Air Force 1,7,4,7798.57,0.28,22459.88,27/05/2025,Retail,Kolkata,1334.4
4402,Women,Soccer,Premier III,11,1,5966.81,0.38,3699.42,19/11/2024,Online,Mumbai,2429.57
4403,Kids,Basketball,Kyrie Flytrap,9,0,3086.75,0,0,27/08/2024,Online,Pune,-681.62
4412,Kids,Lifestyle,Blazer Mid,11,1,5966.81,0,5966.81,25/05/2025,Online,Kolkata,3452.75
4420,Women,Lifestyle,Blazer Mid,9,4,4904.79,1,0,11/08/2023,Retail,Pune,2633.82
4423,Men,Running,Free RN,6,1,5381.5,0,5381.5,01/03/2025,Retail,Pune,57.84
4425,Women,Running,Air Zoom,9,0,4034.25,0,0,09/04/2023,Retail,Delhi,363.8
4426,Men,Lifestyle,Blazer Mid,7,1,5966.81,0,5966.81,12/02/2024,Online,Pune,2133.39
4427,Women,Lifestyle,Dunk Low,11,2,8546.9,0,17093.8,11/04/2024,Retail,Pune,-357.43
4428,Kids,Lifestyle,Waffle One,11,2,5966.81,0,11933.61,04/04/2025,Online,Hyderabad,2700.85
4429,Kids,Soccer,Premier III,11,2,5966.81,0.49,6086.14,18/01/2025,Retail,Kolkata,3905.15
4430,Kids,Basketball,Kyrie Flytrap,9,2,5966.81,0.15,10143.57,16/05/2025,Retail,Bengaluru,3590.87
4434,Men,Basketball,Zoom Freak,9,3,3844.82,0,11534.46,02/09/2025,Online,Hyderabad,-289.83
4436,Men,Training,SuperRep Go,7,4,2720.7,0,10882.8,04/08/2025,Online,Pune,-818.53
4437,Men,Basketball,Kyrie Flytrap,11,2,5966.81,0,11933.61,25/11/2023,Retail,Hyderabad,3972.33
4439,Women,Lifestyle,Dunk Low,11,0,5966.81,0,0,22/04/2025,Retail,Hyderabad,-324.47
4441,Kids,Soccer,Premier III,9,3,5966.81,0,17900.42,05/05/2024,Retail,Kolkata,2036.39
4443,Men,Lifestyle,Dunk Low,9,3,7953,1,0,05/12/2025,Retail,Hyderabad,-665.22
4444,Men,Running,React Infinity,7,4,5966.81,0.36,15275.03,10/04/2024,Online,Kolkata,243.39
4445,Women,Training,Metcon 7,11,1,5915.27,0.12,5205.44,15/12/2024,Retail,Mumbai,3456.95
4446,Men,Soccer,Mercurial Superfly,7,2,3469.31,0.28,4995.81,26/01/2025,Retail,Pune,2671.58
4447,Kids,Running,Free RN,11,0,5966.81,0,0,12/12/2024,Retail,Delhi,1574.91
2030,Women,Basketball,Air Jordan,11,2,5966.81,0,11933.61,06/10/2025,Retail,Mumbai,2717.93
4449,Men,Lifestyle,Air Force 1,9,0,5053.29,0,0,24/02/2025,Retail,Kolkata,3206.34
4451,Women,Lifestyle,Dunk Low,11,0,2049.73,0,0,11/08/2024,Online,Pune,2543.16
4452,Women,Lifestyle,Blazer Mid,7,1,5966.81,0,5966.81,27/04/2025,Online,Bengaluru,-86.63
4453,Men,Training,Flex Trainer,11,1,5966.81,0,5966.81,26/05/2025,Retail,Bengaluru,2814.75
4456,Women,Basketball,Kyrie Flytrap,11,1,5966.81,0.32,4057.43,16/12/2023,Retail,Hyderabad,450.51
4463,Men,Soccer,Premier III,11,3,8317.53,0.6,9981.04,06/07/2025,Retail,Pune,1821.65
2019,Men,Basketball,LeBron 20,11,3,5966.81,0.85,2685.06,13/08/2024,Online,Delhi,347.96
4468,Men,Soccer,Premier III,11,3,6077.13,1,0,27/11/2023,Online,Mumbai,3173.31
4472,Women,Basketball,LeBron 20,11,2,6833.94,0,13667.88,08/12/2024,Online,Hyderabad,-151.52
4482,Kids,Soccer,Phantom GT,9,2,5966.81,0,11933.61,16/07/2024,Online,Mumbai,-742.03
4484,Men,Basketball,Air Jordan,11,3,5981.92,0.8,3589.15,12/12/2024,Retail,Hyderabad,-751.05
4488,Women,Training,Flex Trainer,8,2,5966.81,0,11933.61,16/12/2024,Retail,Pune,3045.38
4489,Kids,Lifestyle,Blazer Mid,9,3,5966.81,1,0,04/02/2025,Retail,Bengaluru,1890.99
4490,Women,Training,Metcon 7,9,0,5966.81,0,0,23/02/2025,Online,Kolkata,-1173.84
4493,Women,Lifestyle,Blazer Mid,11,4,5966.81,0,23867.23,10/04/2024,Online,Mumbai,321.24
4495,Kids,Basketball,Kyrie Flytrap,11,3,5966.81,0,17900.42,14/05/2025,Online,Pune,2.97
4498,Women,Training,ZoomX Invincible,11,4,5358.7,0,21434.8,12/11/2024,Online,Mumbai,3352.29
